sentence,label,sentiment,text_length,word_count,sensitivity_level,sensitivity_label
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy",1,Neutral,187,27,0,Public
"Also , a six-year historic analysis is provided for these markets",1,Neutral,65,11,1,Internal
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn",2,Positive,123,28,1,Internal
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 %,2,Positive,91,19,0,Public
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010",1,Neutral,191,31,0,Public
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year,2,Positive,103,17,0,Public
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago",2,Positive,104,20,2,Confidential
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,1,Neutral,148,26,3,Restricted
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",1,Neutral,189,30,3,Restricted
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the",0,Negative,220,49,2,Confidential
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing",2,Positive,127,22,2,Confidential
The presentation material can be viewed on the company 's website in English after the conference,1,Neutral,97,16,1,Internal
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics",1,Neutral,199,26,1,Internal
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative,0,Negative,119,23,2,Confidential
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier",2,Positive,70,16,1,Internal
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008",0,Negative,100,20,2,Confidential
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,1,Neutral,138,26,3,Restricted
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",1,Neutral,189,30,3,Restricted
The Department Store Division reported an increase in sales of 4 per cent,2,Positive,73,13,0,Public
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day",0,Negative,96,20,2,Confidential
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories,1,Neutral,89,10,0,Public
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006,0,Negative,144,29,2,Confidential
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04,2,Positive,90,20,1,Internal
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says",1,Neutral,153,29,0,Public
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year",0,Negative,100,24,2,Confidential
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,2,Positive,124,18,3,Restricted
The maximum number of new shares to be offered is 22 million,1,Neutral,60,12,1,Internal
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council",1,Neutral,120,17,0,Public
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges",1,Neutral,84,16,0,Public
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005,0,Negative,199,42,2,Confidential
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010,2,Positive,83,15,2,Confidential
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,1,Neutral,122,22,2,Confidential
Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007,0,Negative,80,17,2,Confidential
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services",1,Neutral,136,19,0,Public
BasWare Order Matching automatically matches purchase invoices with approved purchase orders,1,Neutral,92,11,0,Public
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million",2,Positive,130,21,3,Restricted
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained",1,Neutral,127,26,0,Public
"The customer is then forwarded to the site , and unknown to him logged in with the first number",1,Neutral,95,19,0,Public
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it .",2,Positive,149,34,1,Internal
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur",2,Positive,108,22,2,Confidential
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 )",2,Positive,270,46,0,Public
"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares",1,Neutral,167,34,3,Restricted
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago",0,Negative,152,28,2,Confidential
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
"Upon establishment , the plan is directed to approximately 20 persons",1,Neutral,69,11,0,Public
"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries",1,Neutral,109,17,0,Public
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008,0,Negative,149,26,2,Confidential
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier",0,Negative,151,27,2,Confidential
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
The company says the measures are no longer needed,1,Neutral,50,9,1,Internal
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,1,Neutral,138,26,3,Restricted
"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m",1,Neutral,66,15,0,Public
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country,1,Neutral,142,21,0,Public
"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey",1,Neutral,145,22,1,Internal
`` This could be us,1,Neutral,19,5,0,Public
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007",0,Negative,155,32,2,Confidential
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation",1,Neutral,135,18,3,Restricted
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights",1,Neutral,300,54,1,Internal
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier",0,Negative,76,15,2,Confidential
The order was worth EUR 8mn,1,Neutral,27,6,0,Public
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry",1,Neutral,159,25,1,Internal
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems",1,Neutral,96,21,0,Public
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September",1,Neutral,176,30,0,Public
Terms of the acquisition were not disclosed,1,Neutral,43,7,3,Restricted
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from",0,Negative,228,48,2,Confidential
Scanfil has also issued a profit warning,0,Negative,40,7,2,Confidential
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004",2,Positive,258,48,0,Public
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan",1,Neutral,99,15,0,Public
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET,1,Neutral,125,18,0,Public
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million,0,Negative,106,18,2,Confidential
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers",1,Neutral,129,20,1,Internal
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France )",1,Neutral,153,25,0,Public
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles",1,Neutral,124,26,0,Public
Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76,0,Negative,69,14,2,Confidential
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007",1,Neutral,136,28,2,Confidential
The acquisition is expected to take place by the end of August 2007,1,Neutral,67,13,3,Restricted
The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system,1,Neutral,139,22,1,Internal
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages",1,Neutral,80,17,0,Public
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares,1,Neutral,148,26,3,Restricted
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
R&D Loan ),1,Neutral,10,3,1,Internal
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn",0,Negative,55,12,2,Confidential
The new SEPA cads will replace Finnish bank cards,1,Neutral,49,9,0,Public
"in Q1 '10 19 April 2010 - Finnish forest machinery and equipment maker Ponsse Oyj HEL : PON1V said today that it expects to swing to a net profit of some EUR6 .3 m in the first quarter of 2010 , from an EUR9 .6 m loss a year earlier",2,Positive,232,50,1,Internal
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009",0,Negative,127,24,2,Confidential
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said",0,Negative,168,35,2,Confidential
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010",1,Neutral,212,38,0,Public
About Dopplr Dopplr is a service for smart travellers,1,Neutral,53,9,0,Public
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007",0,Negative,155,30,2,Confidential
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements",1,Neutral,206,39,2,Confidential
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses",0,Negative,112,21,2,Confidential
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006,0,Negative,165,33,2,Confidential
Net sales have been eaten by the weak US dollar,0,Negative,47,10,1,Internal
Basware finances the acquisition with a bank loan,1,Neutral,49,8,3,Restricted
The parties have agreed not to disclose the transaction value,1,Neutral,61,10,0,Public
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn",1,Neutral,114,24,2,Confidential
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur",2,Positive,103,24,2,Confidential
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia",1,Neutral,210,32,0,Public
Production is scheduled to start by the end of April 2007,1,Neutral,57,11,1,Internal
Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 %,0,Negative,121,21,2,Confidential
"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares",1,Neutral,100,16,0,Public
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago",2,Positive,104,20,2,Confidential
A huge issue for us is the button placement,1,Neutral,43,9,0,Public
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan,1,Neutral,73,14,3,Restricted
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec,1,Neutral,122,22,2,Confidential
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions",0,Negative,119,22,2,Confidential
Prices and delivery volumes of broadband products decreased significantly in 2005,0,Negative,81,11,2,Confidential
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co.",1,Neutral,90,17,3,Restricted
The acquisition price was not disclosed,1,Neutral,39,6,3,Restricted
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries",0,Negative,162,29,1,Internal
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix",1,Neutral,206,35,0,Public
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland,2,Positive,173,29,1,Internal
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009,2,Positive,63,13,1,Internal
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
The building will house product development and test laboratories,1,Neutral,65,9,1,Internal
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki,1,Neutral,86,15,1,Internal
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,2,Positive,124,18,3,Restricted
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009",0,Negative,103,21,2,Confidential
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009",0,Negative,241,44,2,Confidential
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005,2,Positive,177,36,1,Internal
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",1,Neutral,189,31,2,Confidential
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn",0,Negative,94,18,2,Confidential
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014",2,Positive,179,30,2,Confidential
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses",0,Negative,112,21,2,Confidential
The acquisition price was not disclosed,1,Neutral,39,6,3,Restricted
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008",1,Neutral,114,22,2,Confidential
The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum,1,Neutral,138,26,3,Restricted
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery",2,Positive,120,15,1,Internal
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009",2,Positive,123,26,2,Confidential
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners",1,Neutral,159,25,0,Public
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook",1,Neutral,99,20,0,Public
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year",0,Negative,191,35,2,Confidential
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008,0,Negative,149,26,2,Confidential
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea",1,Neutral,156,27,1,Internal
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar",1,Neutral,141,23,3,Restricted
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07,0,Negative,125,24,2,Confidential
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members",1,Neutral,184,32,2,Confidential
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008",0,Negative,132,27,2,Confidential
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said",2,Positive,235,42,0,Public
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",1,Neutral,215,35,2,Confidential
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported",1,Neutral,121,16,0,Public
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
The Company turnover amounted to MEUR 27.9 in 2007,1,Neutral,50,9,1,Internal
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai",1,Neutral,131,23,0,Public
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall",0,Negative,120,22,2,Confidential
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 %",0,Negative,76,16,2,Confidential
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009",0,Negative,69,16,2,Confidential
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",1,Neutral,201,36,0,Public
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract",1,Neutral,161,26,0,Public
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539,1,Neutral,93,16,0,Public
"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement",1,Neutral,176,27,2,Confidential
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn",0,Negative,70,15,2,Confidential
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage",1,Neutral,215,35,2,Confidential
The financial details of the acquisition were not disclosed,1,Neutral,59,9,3,Restricted
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa",1,Neutral,132,22,0,Public
Operating profit for 2009 lower than outlook published earlier,0,Negative,62,9,2,Confidential
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies,2,Positive,120,19,3,Restricted
The measures taken will cause one-time costs during the final part of 2006,1,Neutral,74,13,0,Public
"However , the brokers ' ratings on the stock differ",1,Neutral,51,10,0,Public
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"says Brian Burton , Head of IT Security , Vodafone UK",1,Neutral,53,11,0,Public
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines",1,Neutral,152,21,0,Public
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation",1,Neutral,152,30,1,Internal
The Moscow Metro ( www.mosmetro.ru ) was the first metro system in Europe to implement smart cards together with a new type of magnetic card in 1998,1,Neutral,148,27,1,Internal
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq,1,Neutral,168,29,2,Confidential
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007,0,Negative,87,17,2,Confidential
"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat",1,Neutral,109,24,0,Public
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
"When the product is manufactured in Finland , it is also packed in the country",1,Neutral,78,15,0,Public
Talentum 's net sales in September were smaller than expected,0,Negative,61,10,1,Internal
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006,0,Negative,111,23,2,Confidential
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland",1,Neutral,129,24,1,Internal
"The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans",1,Neutral,189,30,3,Restricted
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003,0,Negative,78,17,1,Internal
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers",1,Neutral,191,27,0,Public
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period,0,Negative,88,16,2,Confidential
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million,1,Neutral,144,25,1,Internal
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42,0,Negative,68,14,2,Confidential
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets",1,Neutral,208,37,0,Public
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities",1,Neutral,197,32,3,Restricted
The orders also include a few high-power drives for the control of seismic compressors,1,Neutral,86,14,1,Internal
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia",1,Neutral,138,23,0,Public
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today",1,Neutral,218,35,3,Restricted
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors",0,Negative,191,36,3,Restricted
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses",1,Neutral,143,27,3,Restricted
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data",1,Neutral,167,27,2,Confidential
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market,2,Positive,124,18,3,Restricted
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",0,Negative,128,21,3,Restricted
The first group of customers to be trained will be paint-shop owners and their assistants,1,Neutral,89,15,0,Public
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009",2,Positive,138,31,3,Restricted
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009",2,Positive,190,34,1,Internal
The company did not disclose the price of the acquisition,1,Neutral,57,10,3,Restricted
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor",1,Neutral,249,42,2,Confidential
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009",0,Negative,241,44,2,Confidential
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007,1,Neutral,215,38,2,Confidential
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001,1,Neutral,121,24,0,Public
The event can also be viewed as a live webcast at www.cargotec.com,1,Neutral,66,12,1,Internal
Financial terms were not disclosed,1,Neutral,34,5,0,Public
( The acquisition sum has not been disclosed .,1,Neutral,46,9,3,Restricted
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year",0,Negative,78,15,2,Confidential
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago,2,Positive,116,24,1,Internal
The solid fuel is heated before sludge is mixed therein .,1,Neutral,57,11,1,Internal
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden",2,Positive,236,42,1,Internal
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005,2,Positive,93,17,1,Internal
